CPU_Name,Price,cpuValue,TDP,powerPerf,Benchmark,Brand,Power_Category,Usage,Power_Category 1,
Intel Celeron B820 @ 1.70Ghz,2184.1553,26.94,35,22.54,789,Intel,0,Student,Basic,
Amd Opteron 1216,4090.1645,14.23,103,7.58,781,AMD,0,Student,Basic,
Intel Celeron B810 @ 1.60Ghz,5961.8715,9.69,35,22.13,775,Intel,0,Student,Basic,
Intel Core2 Duo E6400 @ 2.13Ghz,2232.6258,25.79,65,11.88,772,Intel,0,Student,Basic,
Intel Pentium T4300 @ 2.10Ghz,7378.7015,7.79,35,22.02,771,Intel,0,Student,Basic,
Intel Core2 Duo T7600 @ 2.33Ghz,7453.2715,7.71,34,22.66,770,Intel,0,Student,Basic,
Amd Opteron 280,20933.2904,2.72,95,8.05,765,AMD,0,Student,Basic,
Intel Xeon 5120 @ 1.86Ghz,109946.008,0.52,65,11.73,763,Intel,0,Student,Basic,
Intel Pentium T4400 @ 2.20Ghz,8198.9715,6.93,35,21.77,762,Intel,0,Student,Basic,
Amd Opteron 270,18638.7715,3.04,95,8.01,761,AMD,0,Student,Basic,
Intel Core2 Duo T6600 @ 2.20Ghz,2980.5629,19.03,35,21.73,761,Intel,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 5000+,24719.2093,2.29,65,11.69,760,AMD,0,Student,Basic,
Intel Atom Z3775 @ 1.46Ghz,37285,1.51,4,188.38,754,Intel,0,Student,Basic,
Intel Pentium E2200 @ 2.20Ghz,4026.78,13.93,65,11.57,752,Intel,0,Student,Basic,
Amd Athlon Dual Core 5050E,4474.2,12.46,45,16.61,748,AMD,0,Student,Basic,
Intel Core2 Duo P7450 @ 2.13Ghz,2982.0543,18.68,25,29.88,747,Intel,0,Student,Basic,
Amd Opteron 180,8944.6715,6.22,110,6.78,746,AMD,0,Student,Basic,
Intel Core2 Duo Sl9400 @ 1.86Ghz,18866.21,2.94,17,43.7,743,Intel,0,Student,Basic,
Intel Core2 Duo T8100 @ 2.10Ghz,74569.2543,0.74,35,21.13,739,Intel,0,Student,Basic,
Amd Turion 64 X2 Mobile Tl-62,2162.53,25.44,35,21.08,738,AMD,0,Student,Basic,
Intel Atom Z3770 @ 1.46Ghz,11143.7408,4.94,4,184.46,738,Intel,0,Student,Basic,
Amd Athlon Dual Core 4850E,2908.23,18.85,45,16.33,735,AMD,0,Student,Basic,
Amd Turion X2 Ultra Dual-Core Mobile Zm-85,3355.65,16.22,35,20.86,730,AMD,0,Student,Basic,
Intel Core2 Duo P7350 @ 2.00Ghz,1490.6543,36.38,25,29.09,727,Intel,0,Student,Basic,
Amd A4-3305M Apu,1551.8017,34.91,35,20.76,727,AMD,0,Student,Basic,
Intel Core2 Duo T7200 @ 2.00Ghz,4610.6631,11.69,34,21.27,723,Intel,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 4800+,11181.7715,4.82,65,11.11,722,AMD,0,Student,Basic,
Intel Core2 Duo E4500 @ 2.20Ghz,820.27,65.32,65,11.05,718,Intel,0,Student,Basic,
Intel Core2 Duo T6570 @ 2.10Ghz,2870.945,18.65,35,20.52,718,Intel,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 4600+,26095.7715,2.05,65,11.02,716,AMD,0,Student,Basic,
Intel Pentium T4200 @ 2.00Ghz,7378.7015,7.23,35,20.43,715,Intel,0,Student,Basic,
Intel Core2 Duo E6420 @ 2.13Ghz,2982.0543,17.86,65,10.99,714,Intel,0,Student,Basic,
Amd Athlon Ii P360 Dual-Core,1487.6715,35.65,25,28.45,711,AMD,0,Student,Basic,
Intel Core2 Duo T6400 @ 2.00Ghz,1117.8043,47.24,35,20.23,708,Intel,0,Student,Basic,
Intel Core2 Duo T7400 @ 2.16Ghz,11181.7715,4.68,34,20.65,702,Intel,0,Student,Basic,
Amd Athlon Dual Core 4450E,1079.7736,48.22,45,15.52,698,AMD,0,Student,Basic,
Amd Opteron 1214,6439.1195,8.07,103,6.76,696,AMD,0,Student,Basic,
Intel Core2 Duo T6500 @ 2.10Ghz,1117.8043,46.44,35,19.89,696,Intel,0,Student,Basic,
Amd Athlon Ii Dual-Core M320,2237.1,23.19,35,19.87,696,AMD,0,Student,Basic,
Amd Turion X2 Ultra Dual-Core Mobile Zm-86,4548.77,11.39,35,19.84,695,AMD,0,Student,Basic,
Intel Core2 Duo T7300 @ 2.00Ghz,4026.0343,12.84,35,19.8,693,Intel,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 4400+,22292.7015,2.31,65,10.63,691,AMD,0,Student,Basic,
Intel Celeron G470 @ 2.00Ghz,2621.1355,19.67,35,19.75,691,Intel,0,Student,Basic,
Amd Turion X2 Ultra Dual-Core Mobile Zm-87,2979.0715,17.25,35,19.69,689,AMD,0,Student,Basic,
Intel Core2 Duo T7250 @ 2.00Ghz,15024.3636,3.41,35,19.65,688,Intel,0,Student,Basic,
Amd Athlon Dual Core 4450B,2311.67,22.05,45,15.19,684,AMD,0,Student,Basic,
Amd A4-3300M Apu,2236.3543,22.79,65,10.51,683,AMD,0,Student,Basic,
Amd Athlon Ii X2 270U,5046.1519,9.98,25,27.02,675,AMD,0,Student,Basic,
Amd Turion 64 X2 Mobile Tl-64,2937.3123,17.14,35,19.29,675,AMD,0,Student,Basic,
Amd Athlon Ii P320 Dual-Core,1487.6715,33.78,25,26.96,674,AMD,0,Student,Basic,
Amd Athlon Ii P340 Dual-Core,2979.0715,16.84,25,26.91,673,AMD,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 4200+,8198.9715,6.12,89,7.56,672,AMD,0,Student,Basic,
Intel Pentium E2180 @ 2.00Ghz,1454.115,34.42,65,10.33,671,Intel,0,Student,Basic,
Intel Celeron E1400 @ 2.00Ghz,1043.98,47.91,65,10.32,671,Intel,0,Student,Basic,
Intel Core2 Duo T5750 @ 2.00Ghz,744.9543,66.76,35,19.06,667,Intel,0,Student,Basic,
Amd Turion X2 Dual-Core Mobile Rm-72,16723.0682,2.97,35,19.03,666,AMD,0,Student,Basic,
Amd E2-3000M Apu,3205.0186,15.48,35,19.01,665,AMD,0,Student,Basic,
Intel Celeron N3060 @ 1.60Ghz,21028.74,2.36,6,110.69,664,Intel,0,Student,Basic,
Amd Athlon Ii X2 260U,6222.1208,7.94,25,26.5,663,AMD,0,Student,Basic,
Amd Turion Dual-Core Rm-75,1602.5093,30.65,35,18.82,659,AMD,0,Student,Basic,
Intel Celeron E1500 @ 2.20Ghz,1465.3005,33.02,65,9.98,649,Intel,0,Student,Basic,
Intel Celeron B800 @ 1.50Ghz,1863.5043,25.98,35,18.55,649,Intel,0,Student,Basic,
Amd Turion Dual-Core Rm-72,2236.3543,21.63,35,18.53,649,AMD,0,Student,Basic,
Intel Pentium T3400 @ 2.16Ghz,5961.8715,8.06,35,18.42,645,Intel,0,Student,Basic,
Intel Pentium T3200 @ 2.00Ghz,894.84,53.69,35,18.41,644,Intel,0,Student,Basic,
Intel Core2 Duo T7100 @ 1.80Ghz,1117.8043,42.89,35,18.37,643,Intel,0,Student,Basic,
Amd A4-3320M Apu,2908.23,16.42,35,18.29,640,AMD,0,Student,Basic,
Intel Pentium E2160 @ 1.80Ghz,6636.73,7.14,65,9.78,636,Intel,0,Student,Basic,
Intel Pentium 2129Y @ 1.10Ghz,9992.38,4.74,10,63.52,635,Intel,0,Student,Basic,
Intel Core2 Duo E4400 @ 2.00Ghz,3169.225,14.88,65,9.73,632,Intel,0,Student,Basic,
Amd Turion 64 X2 Mobile Tl-66,6636.73,7.04,35,17.9,627,AMD,0,Student,Basic,
Celeron Dual-Core T3300 @ 2.00Ghz,1116.3129,41.91,35,17.93,627,Other,0,Student,Basic,
Amd Turion X2 Dual-Core Mobile Rm-74,1114.8215,41.71,35,17.81,623,AMD,0,Student,Basic,
Intel Pentium 957 @ 1.20Ghz,9992.38,4.64,17,36.59,622,Intel,0,Student,Basic,
Intel Atom Z3745 @ 1.33Ghz,2237.1,20.72,4,155.37,621,Intel,0,Student,Basic,
Amd Athlon 64 X2 Ql-65,1640.54,27.69,35,17.41,609,AMD,0,Student,Basic,
Amd Athlon Ii X2 250U,1860.5215,24.22,25,24.17,604,AMD,0,Student,Basic,
Intel Xeon 5110 @ 1.60Ghz,2609.95,17.14,65,9.23,600,Intel,0,Student,Basic,
Intel Core2 Duo E6320 @ 1.86Ghz,2982.0543,14.92,65,9.18,597,Intel,0,Student,Basic,
Amd Athlon 64 X2 Dual Core 3600+,5089.4025,8.73,65,9.17,596,AMD,0,Student,Basic,
Intel Atom S1260 @ 2.00Ghz,4772.48,9.31,8.5,70.08,596,Intel,0,Student,Basic,
Amd Opteron 1212,21625.3,2.04,103,5.75,593,AMD,0,Student,Basic,
Intel Celeron N3050 @ 1.60Ghz,12676.9,3.48,6,98.69,592,Intel,0,Student,Basic,
Intel Core2 Duo E6300 @ 1.86Ghz,9515.8777,4.64,65,9.11,592,Intel,0,Student,Basic,
Amd Turion 64 X2 Mobile Tl-60,1189.3915,37.07,31,19.07,591,AMD,0,Student,Basic,
Amd Athlon X2 Dual Core Be-2300,4474.2,9.5,45,12.67,570,AMD,0,Student,Basic,
Amd Sempron Dual Core 2200,2979.0715,14.09,65,8.66,563,AMD,0,Student,Basic,
Intel Celeron 867 @ 1.30Ghz,4153.549,10.08,17,33.03,562,Intel,0,Student,Basic,
Amd Sempron 2650 Apu,6336.2129,6.6,25,22.42,561,AMD,0,Student,Basic,
Intel Core2 Duo E4300 @ 1.80Ghz,3169.225,13.21,65,8.64,561,Intel,0,Student,Basic,
Amd Turion Dual-Core Rm-70,1864.25,22.46,31,18.11,561,AMD,0,Student,Basic,
Intel Atom Z3735E @ 1.33Ghz,8724.69,4.76,4.4,126.59,557,Intel,0,Student,Basic,
Amd Sempron Dual Core 2300,3131.1943,13.22,65,8.54,555,AMD,0,Student,Basic,
Intel Pentium E2140 @ 1.60Ghz,5961.8715,6.87,65,8.45,549,Intel,0,Student,Basic,
Intel Atom Z3735F @ 1.33Ghz,37285,1.09,4.4,123.73,544,Intel,0,Student,Basic,
Intel Celeron N2830 @ 2.16Ghz,11184.7543,3.62,7.5,72.33,542,Intel,0,Student,Basic,
Intel Pentium T2330 @ 1.60Ghz,11181.7715,3.57,35,15.31,536,Intel,0,Student,Basic,
Amd Sempron Dual Core 2100,2832.9143,14.04,65,8.21,533,AMD,0,Student,Basic,
Intel Atom C2350 @ 1.74Ghz,3206.51,12.38,6,88.7,532,Intel,0,Student,Basic,
Amd Opteron 165,41013.5,0.97,110,4.83,531,AMD,0,Student,Basic,
Amd Athlon 64 X2 Dual-Core Tk-55,5424.2218,7.21,35,14.99,525,AMD,0,Student,Basic,
Amd Turion X2 Ultra Dual-Core Mobile Zm-80,3724.7715,10.44,32,16.29,521,AMD,0,Student,Basic,
Celeron Dual-Core T3100 @ 1.90Ghz,2386.24,16.22,35,14.83,519,Other,0,Student,Basic,
Intel Celeron T1600 @ 1.66Ghz,1490.6543,25.99,35,14.84,519,Intel,0,Student,Basic,
Amd Sempron 145,2683.7743,14.04,45,11.23,505,AMD,0,Student,Basic,
Amd Sempron 130,2237.1,16.69,45,11.13,501,AMD,0,Student,Basic,
Intel Pentium T2370 @ 1.73Ghz,2609.95,14.27,35,14.27,500,Intel,0,Student,Basic,
Amd Sempron 150,1114.8215,33.32,45,11.07,498,AMD,0,Student,Basic,
Amd Turion X2 Dual Core Mobile Rm-70,9884.9992,3.75,31,16.02,497,AMD,0,Student,Basic,
Intel Celeron G460 @ 1.80Ghz,4101.35,8.99,35,14.13,494,Intel,0,Student,Basic,
Intel Celeron E1200 @ 1.60Ghz,7453.2715,4.93,65,7.58,492,Intel,0,Student,Basic,
Intel Core2 Duo T5250 @ 1.50Ghz,6707.5715,5.37,35,13.81,483,Intel,0,Student,Basic,
Intel Celeron G465 @ 1.90Ghz,2982.8,12,35,13.71,480,Intel,0,Student,Basic,
Amd Sempron 140,891.1115,39.42,45,10.47,471,AMD,0,Student,Basic,
Intel Celeron 847 @ 1.10Ghz,23489.55,1.49,17,27.62,470,Intel,0,Student,Basic,
Intel Celeron N2820 @ 2.13Ghz,16778.25,2.09,7.5,62.58,469,Intel,0,Student,Basic,
Intel Pentium Extreme Edition 955 @ 3.46Ghz,2328.8211,15.02,130,3.61,469,Intel,0,Student,Basic,
Amd Turion 64 X2 Mobile Tl-56,4876.878,6.93,31,14.62,453,AMD,0,Student,Basic,
Intel Celeron 450 @ 2.20Ghz,2907.4843,11.41,35,12.71,445,Intel,0,Student,Basic,
Amd Turion 64 X2 Mobile Tl-50,1416.0843,22.97,31,14.07,436,AMD,0,Student,Basic,
Amd Athlon Le-1640,6707.5715,4.78,45,9.55,430,AMD,0,Student,Basic,
Intel Celeron G440 @ 1.60Ghz,7457,4.26,35,12.17,426,Intel,0,Student,Basic,
Amd Athlon Le-1620,1342.26,23.4,45,9.36,421,AMD,0,Student,Basic,
Intel Celeron N2810 @ 2.00Ghz,10439.0543,3,7.5,55.98,420,Intel,0,Student,Basic,
Amd Athlon Le-1600,1565.97,19.63,45,9.16,412,AMD,0,Student,Basic,
Amd Athlon 1640B,3728.5,8.23,45,9.14,412,AMD,0,Student,Basic,
Intel Celeron 900 @ 2.20Ghz,1416.0843,21.52,34.8,11.74,409,Intel,0,Student,Basic,
Intel Core Duo T2500 @ 2.00Ghz,8947.6543,3.4,31,13.15,408,Intel,0,Student,Basic,
Amd Athlon 64 Fx-55,4847.05,6.22,104,3.89,404,AMD,0,Student,Basic,
Intel Atom D510 @ 1.66Ghz,7245.2212,4.16,13,31.11,404,Intel,0,Student,Basic,
Intel Xeon 3.60Ghz,63459.07,0.47,110,3.67,403,Intel,0,Student,Basic,
Amd Sempron Le-1300,2013.39,14.81,45,8.89,400,AMD,0,Student,Basic,
Amd Athlon 64 3500+,5961.8715,4.95,45,8.8,396,AMD,0,Student,Basic,
Amd Athlon 64 3700+,6707.5715,4.38,89,4.42,394,AMD,0,Student,Basic,
Amd Opteron 150,26318.7358,1.11,85.3,4.6,393,AMD,0,Student,Basic,
Intel Xeon 3.80Ghz,63459.07,0.46,110,3.57,393,Intel,0,Student,Basic,
Amd Athlon Ii Neo K325 Dual-Core,1938.0743,14.89,12,32.25,387,AMD,0,Student,Basic,
Intel Atom E3825 @ 1.33Ghz,5243.7624,5.47,6,64.14,385,Intel,0,Student,Basic,
Amd V140,2979.0715,9.48,25,15.16,379,AMD,0,Student,Basic,
Amd Athlon 64 3400+,7453.2715,3.75,89,4.21,375,AMD,0,Student,Basic,
Intel Celeron 440 @ 2.00Ghz,3727.7543,7.37,35,10.52,368,Intel,0,Student,Basic,
Intel Celeron 560 @ 2.13Ghz,5216.1715,5.21,31,11.76,365,Intel,0,Student,Basic,
Amd Sempron 3600+,1118.55,24.24,62,5.86,364,AMD,0,Student,Basic,
Amd Sempron 3800+,1117.8043,24.03,62,5.81,360,AMD,0,Student,Basic,
Amd Athlon Ii 160U,2236.3543,11.93,20,17.89,358,AMD,0,Student,Basic,
Amd Athlon Ii 170U,1789.68,14.86,20,17.83,357,AMD,0,Student,Basic,
Amd Sempron Le-1200,1114.8215,23.32,45,7.75,349,AMD,0,Student,Basic,
Intel Core Duo T2400 @ 1.83Ghz,1193.12,21.81,31,11.26,349,Intel,0,Student,Basic,
Intel Pentium T2080 @ 1.73Ghz,11927.4715,2.18,31,11.23,348,Intel,0,Student,Basic,
Amd Opteron 146,2609.95,9.88,67,5.16,346,AMD,0,Student,Basic,
Amd Athlon 64 4000+,7453.2715,3.4,62,5.49,340,AMD,0,Student,Basic,
Amd Athlon 64 3200+,11181.7715,2.27,62,5.48,340,AMD,0,Student,Basic,
Intel Atom N570 @ 1.66Ghz,6413.02,3.89,8.5,39.4,335,Intel,0,Student,Basic,
Amd Turion 64 Mobile Ml-37,1938.0743,12.86,35,9.55,334,AMD,0,Student,Basic,
Amd Opteron 144,2233.3715,10.55,67,4.72,316,AMD,0,Student,Basic,
Amd Sempron 3300+,1491.4,15.74,62,5.08,315,AMD,0,Student,Basic,
Amd Sempron Le-1100,2606.2215,9.02,45,7.01,315,AMD,0,Student,Basic,
Amd Athlon 64 3000+,1491.4,15.13,89,3.4,303,AMD,0,Student,Basic,
Amd Sempron Le-1250,7456.2543,3.01,45,6.68,301,AMD,0,Student,Basic,
Intel Celeron 550 @ 2.00Ghz,4097.6215,5.47,31,9.7,301,Intel,0,Student,Basic,
Amd Sempron 3100+,4847.05,4.58,62,4.8,298,AMD,0,Student,Basic,
Amd Athlon 64 2800+,7456.2543,2.95,89,3.32,295,AMD,0,Student,Basic,
Intel Celeron 430 @ 1.80Ghz,3727.7543,5.86,35,8.37,293,Intel,0,Student,Basic,
Amd Athlon 64 3800+,9769.4157,2.23,45,6.5,292,AMD,0,Student,Basic,
Amd Sempron 3400+,6463.7276,3.37,62,4.71,292,AMD,0,Student,Basic,
Amd Athlon 2800+,8198.9715,2.65,89,3.27,291,AMD,0,Student,Basic,
Amd Sempron 3200+,9297.3876,2.31,62,4.65,288,AMD,0,Student,Basic,
Amd Sempron Si-40,894.84,24.02,25,11.53,288,AMD,0,Student,Basic,
Intel Celeron 540 @ 1.86Ghz,1562.2415,13.5,30,9.43,283,Intel,0,Student,Basic,
Amd Athlon 2650E,1416.83,14.43,15,18.28,274,AMD,0,Student,Basic,
Amd Sempron 3000+,2606.2215,7.66,62,4.32,268,AMD,0,Student,Basic,
Intel Celeron 530 @ 1.73Ghz,969.41,20.62,27,9.93,268,Intel,0,Student,Basic,
Intel Atom N550 @ 1.50Ghz,6413.02,3.08,8.5,31.16,265,Intel,0,Student,Basic,
Amd Athlon Xp 3000+,5943.229,3.29,62,4.22,262,AMD,0,Student,Basic,
Amd Sempron Si-42,2236.3543,8.7,25,10.44,261,AMD,0,Student,Basic,
Amd Sempron Le-1150,1114.0758,16.82,45,5.59,251,AMD,0,Student,Basic,
Amd Sempron 2800+,2233.3715,8.11,62,3.92,243,AMD,0,Student,Basic,
Intel Celeron 420 @ 1.60Ghz,3724.7715,4.71,35,6.72,235,Intel,0,Student,Basic,
Amd Sempron 3500+,1863.5043,9.28,62,3.74,232,AMD,0,Student,Basic,
Intel Atom D425 @ 1.80Ghz,74046.5186,0.22,10,22.2,222,Intel,0,Student,Basic,
Amd Athlon Xp 1800+,3799.3415,3.83,66,2.96,195,AMD,0,Student,Basic,
Amd Athlon Xp 2000+,4398.8843,3.31,70,2.79,195,AMD,0,Student,Basic,
Intel Atom D410 @ 1.66Ghz,47425.7743,0.28,10,17.7,177,Intel,0,Student,Basic,
Amd Athlon Xp 1700+,3821.7125,3.44,64,2.75,176,AMD,0,Student,Basic,
Intel Atom E3815 @ 1.46Ghz,10066.95,1.17,5,31.7,159,Intel,0,Student,Basic,
